epoch,split,loss,acc,lr,duration_s
0,train,1.6812818489456176,0.3634,0.001,5.605001449584961
0,eval,1.4282048551559448,0.4679,0.001,0.6080358028411865
1,train,1.3817703252029419,0.496,0.001,5.193974733352661
1,eval,1.1348633417129517,0.5858,0.001,0.28965258598327637
2,train,1.2366026650238038,0.56154,0.001,5.158236503601074
2,eval,1.0628466611862182,0.6273,0.001,0.28254055976867676
3,train,1.1448826505279541,0.5992,0.001,5.190454959869385
3,eval,0.9328194284439086,0.6719,0.001,0.2809927463531494
4,train,1.0716728388214112,0.62694,0.001,5.167419910430908
4,eval,0.8964520823478699,0.6914,0.001,0.276294469833374
5,train,1.0290464108085633,0.64298,0.001,5.210551023483276
5,eval,0.8443683232307434,0.7104,0.001,0.2860586643218994
6,train,0.9748396168899536,0.66458,0.001,5.187610626220703
6,eval,0.8152852746963501,0.7188,0.001,0.27868223190307617
7,train,0.9435117893791198,0.67392,0.001,5.171762228012085
7,eval,0.7977338446617126,0.7319,0.001,0.27724623680114746
8,train,0.9080349350738526,0.68616,0.001,5.170716285705566
8,eval,0.8179492964744568,0.7236,0.001,0.25897693634033203
9,train,0.8916375535202027,0.6927,0.001,5.163742542266846
9,eval,0.7486967788696289,0.746,0.001,0.34516310691833496
10,train,0.8664974457550049,0.7014,0.001,5.203198432922363
10,eval,0.7183081300735473,0.7598,0.001,0.26621389389038086
11,train,0.8486457651138306,0.70802,0.001,5.1853625774383545
11,eval,0.7509948030471801,0.7522,0.001,0.2780442237854004
12,train,0.82400801197052,0.71932,0.001,5.190262317657471
12,eval,0.7004312017440796,0.7603,0.001,0.2762446403503418
13,train,0.804081923942566,0.72362,0.001,5.178766250610352
13,eval,0.7160763851165771,0.7584,0.001,0.2725951671600342
14,train,0.7970690470504761,0.72884,0.001,5.222342014312744
14,eval,0.6550093592643738,0.7785,0.001,0.314424991607666
15,train,0.7725164815330505,0.73604,0.001,5.2182910442352295
15,eval,0.6765684678077698,0.7738,0.001,0.27741408348083496
16,train,0.7588598449897767,0.74174,0.001,5.224247694015503
16,eval,0.6472536213874817,0.7844,0.001,0.27359724044799805
17,train,0.7472648957824707,0.74392,0.001,5.226529598236084
17,eval,0.6523027903079986,0.7785,0.001,0.2817525863647461
18,train,0.7294521768951416,0.7526,0.001,5.22281289100647
18,eval,0.6268813146591187,0.7906,0.001,0.2728712558746338
19,train,0.721218260936737,0.7545,0.001,5.184696674346924
19,eval,0.6470357406616211,0.784,0.001,0.27618885040283203
20,train,0.7070790044784546,0.75864,0.001,5.199706315994263
20,eval,0.6157935931682587,0.7939,0.001,0.27846550941467285
21,train,0.6936643183898926,0.7636,0.001,5.203929901123047
21,eval,0.6138852880477905,0.7976,0.001,0.2696065902709961
22,train,0.6825675944519043,0.7691,0.001,5.183231830596924
22,eval,0.6273241038322449,0.7862,0.001,0.26293087005615234
23,train,0.6793934927749634,0.77058,0.001,5.187772750854492
23,eval,0.5902342172622681,0.803,0.001,0.2701292037963867
24,train,0.6730434121704102,0.77238,0.001,5.219839572906494
24,eval,0.5998704099655151,0.7972,0.001,0.27357006072998047
25,train,0.6646913609695435,0.77386,0.001,5.227628946304321
25,eval,0.5821467387199402,0.8072,0.001,0.2716066837310791
26,train,0.6531273534965515,0.77836,0.001,5.204960346221924
26,eval,0.5789681580543518,0.8078,0.001,0.272782564163208
27,train,0.6460351650810242,0.77952,0.001,5.2290122509002686
27,eval,0.5711534408092499,0.8101,0.001,0.3066399097442627
28,train,0.6391869707107544,0.78332,0.001,5.231288909912109
28,eval,0.581683813381195,0.799,0.001,0.26761746406555176
29,train,0.629947540473938,0.78632,0.001,5.162104606628418
29,eval,0.6080539848327636,0.7957,0.001,0.28215694427490234
30,train,0.6255181813812256,0.78818,0.001,5.186764240264893
30,eval,0.5931453491687775,0.7949,0.001,0.29709887504577637
31,train,0.616803829536438,0.7912,0.001,5.175834655761719
31,eval,0.585728513622284,0.8052,0.001,0.26748132705688477
32,train,0.6153898344230652,0.7911,0.001,5.171366214752197
32,eval,0.5556684800148011,0.8138,0.001,0.27956223487854004
33,train,0.609647808380127,0.79346,0.001,5.183521747589111
33,eval,0.5623176254749298,0.814,0.001,0.2750988006591797
34,train,0.604959060497284,0.79494,0.001,5.182631731033325
34,eval,0.5592087815761566,0.8118,0.001,0.2690873146057129
35,train,0.5976179474639892,0.79836,0.001,5.1946702003479
35,eval,0.5254926963329315,0.8292,0.001,0.2775270938873291
36,train,0.5970088151168823,0.80036,0.001,5.173933029174805
36,eval,0.5573034722805024,0.813,0.001,0.27386045455932617
37,train,0.5861772672653198,0.80408,0.001,5.228898525238037
37,eval,0.5335919200420379,0.8227,0.001,0.2859008312225342
38,train,0.5838382833099365,0.8039,0.001,5.196727275848389
38,eval,0.533605083656311,0.8187,0.001,0.27559471130371094
39,train,0.5752134733200073,0.80552,0.001,5.208194732666016
39,eval,0.5235805428504944,0.8237,0.001,0.3261580467224121
40,train,0.5694138352298737,0.80816,0.001,5.240122556686401
40,eval,0.5593030093193054,0.8155,0.001,0.28561973571777344
41,train,0.5671172924613953,0.80816,0.001,5.190886497497559
41,eval,0.5300177099227905,0.8242,0.001,0.27410244941711426
42,train,0.5562938465309143,0.8127,0.001,5.196837663650513
42,eval,0.5398586570739746,0.8214,0.001,0.2818939685821533
43,train,0.5640323207664489,0.80876,0.001,5.202626466751099
43,eval,0.5197458746910095,0.8266,0.001,0.27252840995788574
44,train,0.5531715777778625,0.81226,0.001,5.229438304901123
44,eval,0.5237100593566895,0.8257,0.001,0.29468774795532227
45,train,0.5518423484420777,0.8149,0.001,5.21271014213562
45,eval,0.5156564225673675,0.8284,0.001,0.27859044075012207
46,train,0.5544189330863952,0.81358,0.001,5.252826690673828
46,eval,0.5424645196914673,0.8218,0.001,0.2865419387817383
47,train,0.5496183398628235,0.81554,0.001,5.2722861766815186
47,eval,0.5290260594844818,0.8256,0.001,0.3002195358276367
48,train,0.5423361515426636,0.81784,0.001,5.227202415466309
48,eval,0.50984813580513,0.8306,0.001,0.28602099418640137
49,train,0.5401907355594635,0.81902,0.001,5.241906404495239
49,eval,0.5155692692756653,0.8281,0.001,0.27321553230285645
